"lastname","firstname","articleNum","birthDate","birthMonth","birthDay","zodiac"
"Gonzalez","Elian",0,"1993-12-06","12","6","Sagittarius"
"Goodall","Jane",4,"1934-04-03","4","3","Aries"
"Goode","Richard",14,"1943-06-01","6","1","Gemini"
"Goodell","Roger",101,"1959-02-19","2","19","Pisces"
"Gooden","Dwight",5,"1964-11-16","11","16","Scorpio"
"Goodling","Monica",15,"1973-08-06","8","6","Leo"
"Goodman","Benny",9,"1909-05-30","5","30","Gemini"
"Goodman","John",6,"1947-06-20","6","20","Gemini"
"Goodman","Oscar B",3,"1939-07-26","7","26","Leo"
"Goodman","Roy M",0,"1930-03-05","3","5","Pisces"
"Goodwin","Doris Kearns",5,"1943-01-04","1","4","Capricorn"
"Goosen","Retief",23,"1969-02-03","2","3","Aquarius"
"Gorbachev","Mikhail S",37,"1931-03-02","3","2","Pisces"
"Gordimer","Nadine",7,"1923-11-23","11","23","Sagittarius"
"Gordon","Jeff",83,"1971-08-04","8","4","Leo"
"Gordon","Michael R",3,"NA","NA","NA","NA"
"Gore","Al",137,"1948-03-31","3","31","Aries"
"Gore","Tipper",4,"1948-08-19","8","19","Leo"
"Gorey","Edward",1,"1925-02-22","2","22","Pisces"
"Gorky","Arshile",5,"1904-04-15","4","15","Aries"
"Gornick","Vivian",2,"NA","NA","NA","NA"
"Gorton","Slade",1,"1928-01-08","1","8","Capricorn"
"Goss","Porter J",38,"1938-11-26","11","26","Sagittarius"
"Gotbaum","Betsy",27,"1938-06-11","6","11","Gemini"
"Gottfried","Richard N",4,"1947-05-16","5","16","Taurus"
"Gotti","John A",60,"1964-02-14","2","14","Aquarius"
"Gotti","John J",9,"1940-10-27","10","27","Scorpio"
"Gotti","Peter",7,"1939-10-15","10","15","Libra"
"Gotti","Victoria",9,"1962-11-27","11","27","Sagittarius"
"Gottlieb","Robert",4,"1931-04-29","4","29","Taurus"
"Gould","Glenn",8,"1932-09-25","9","25","Libra"
"Gould","Stephen Jay",2,"1941-09-10","9","10","Virgo"
"Goya","Francisco de",15,"1746-03-30","3","30","Aries"
"Graf","Steffi",5,"1969-06-14","6","14","Gemini"
"Graham","Billy",26,"1918-11-07","11","7","Scorpio"
"Graham","Bob",5,"1936-11-09","11","9","Scorpio"
"Graham","Franklin",2,"1952-07-14","7","14","Cancer"
"Graham","Katharine",1,"NA","NA","NA","NA"
"Graham","Kent",0,"1968-11-01","11","1","Scorpio"
"Graham","Lindsey",50,"1955-07-09","7","9","Cancer"
"Graham","Martha",20,"1894-05-11","5","11","Taurus"
"Gramm","Phil",9,"1942-07-08","7","8","Cancer"
"Grammer","Kelsey",12,"1955-02-21","2","21","Pisces"
"Granholm","Jennifer M",16,"1959-02-05","2","5","Aquarius"
"Grant","Hugh",9,"1960-09-09","9","9","Virgo"
"Grant","Ulysses S",5,"1822-04-27","4","27","Taurus"
"Grass","Gunter",15,"1927-10-16","10","16","Libra"
"Grassley","Charles E",100,"1933-09-17","9","17","Virgo"
"Grasso","Richard A",35,"1946-07-26","7","26","Leo"
"Gravano","Salvatore",2,"1945-03-12","3","12","Pisces"
"Graves","Adam",6,"1968-04-12","4","12","Aries"
"Graves","Michael",8,"1934-07-09","7","9","Cancer"
"Gray","Spalding",9,"1941-06-05","6","5","Gemini"
"Grbac","Elvis",0,"1970-08-13","8","13","Leo"
"Green","Adolph",4,"1914-12-02","12","2","Sagittarius"
"Green","Dallas",1,"NA","NA","NA","NA"
"Green","Mark",41,"1945-03-15","3","15","Pisces"
"Green","Roger L",3,"NA","NA","NA","NA"
"Greenaway","Peter",2,"1942-04-05","4","5","Aries"
"Greenberg","Jeffrey W",5,"1951-01-01","1","1","Capricorn"
"Greenberg","Maurice R",73,"1925-05-04","5","4","Taurus"
"Greenberg","Richard",14,"1958-02-22","2","22","Pisces"
"Greene","Graham",9,"1904-10-02","10","2","Libra"
"Greenhouse","Linda",6,"1947-01-09","1","9","Capricorn"
"Greenspan","Alan",171,"1926-03-06","3","6","Pisces"
"Greenwood","James C",1,"1951-05-04","5","4","Taurus"
"Gregg","Judd",21,"1947-02-14","2","14","Aquarius"
"Gregoire","Christine O",2,"1947-03-24","3","24","Aries"
"Gregorian","Vartan",3,"1934-04-08","4","8","Aries"
"Gregory","Wilton D",2,"1947-12-07","12","7","Sagittarius"
"Greif","Michael",15,"1959-01-01","1","1","Capricorn"
"Gretzky","Wayne",28,"1961-01-26","1","26","Aquarius"
"Grey","Brad",16,"1957-12-29","12","29","Capricorn"
"Griesa","Thomas P",0,"1930-10-11","10","11","Libra"
"Griese","Brian",3,"1975-03-18","3","18","Pisces"
"Griffin","Merv",6,"1925-07-06","7","6","Cancer"
"Griffith Joyner","Florence",0,"1959-12-21","12","21","Sagittarius"
"Griffith","Melanie",2,"1957-08-09","8","9","Leo"
"Grimes","Martha",4,"1931-05-02","5","2","Taurus"
"Grisham","John",23,"1955-02-08","2","8","Aquarius"
"Groh","Al",1,"1944-07-13","7","13","Cancer"
"Grooms","Red",1,"1937-06-07","6","7","Gemini"
"Groopman","Jerome",5,"NA","NA","NA","NA"
"Grosjean","Sebastien",0,"1978-05-29","5","29","Gemini"
"Gross","John",0,"1935-03-12","3","12","Pisces"
"Grossman","David",3,"1954-01-25","1","25","Aquarius"
"Grove","Andrew S",5,"1936-09-02","9","2","Virgo"
"Grubman","Elizabeth S",4,"1971-01-30","1","30","Aquarius"
"Grucci","Felix J Jr",0,"1951-11-25","11","25","Sagittarius"
"Gruden","Jon",8,"1963-08-17","8","17","Leo"
"Grunfeld","Ernie",3,"1955-04-24","4","24","Taurus"
"Guare","John",5,"1938-02-05","2","5","Aquarius"
"Guber","Peter",2,"1942-03-01","3","1","Pisces"
"Guei","Robert",0,"1941-03-16","3","16","Pisces"
"Guerin","Bill",9,"1970-11-09","11","9","Scorpio"
"Guerrero","Vladimir",9,"1975-02-09","2","9","Aquarius"
"Guettel","Adam",5,"1964-12-16","12","16","Sagittarius"
"Guevara","Ernesto",8,"1928-05-14","5","14","Taurus"
"Guinier","Lani",0,"1950-04-19","4","19","Aries"
"Guinness","Alec",3,"1914-04-02","4","2","Aries"
"Gul","Abdullah",24,"1950-10-29","10","29","Scorpio"
"Gulotta","Thomas S",1,"1944-04-27","4","27","Taurus"
"Gumbel","Bryant",7,"1948-09-29","9","29","Libra"
"Gurganus","Allan",2,"1947-06-11","6","11","Gemini"
"Gurney","A R",12,"1930-11-01","11","1","Scorpio"
"Gusinsky","Vladimir A",0,"1952-10-06","10","6","Libra"
"Gusmao","Jose Alexandre",0,"1946-06-20","6","20","Gemini"
"Guston","Philip",7,"1913-06-27","6","27","Cancer"
"Guthrie","Arlo",1,"1947-07-10","7","10","Cancer"
"Guthrie","Woody",7,"1912-07-14","7","14","Cancer"
"Gutierrez","Lucio",1,"1957-03-23","3","23","Aries"
"Gwathmey","Charles",3,"1938-06-19","6","19","Gemini"
"Gwynn","Tony",11,"1960-05-09","5","9","Taurus"
"Gyanendra","NA",28,"1947-07-07","7","7","Cancer"
"Gyllenhaal","Jake",20,"1980-12-19","12","19","Sagittarius"
"Gyllenhaal","Maggie",17,"1977-11-16","11","16","Scorpio"
"Haas","Jay",5,"1953-12-02","12","2","Sagittarius"
"Haas","Tommy",10,"1978-04-03","4","3","Aries"
"Haass","Richard N",3,"1951-07-28","7","28","Leo"
"Haberman","Clyde",15,"1945-01-01","1","1","Capricorn"
"Habibie","B J",0,"1936-06-25","6","25","Cancer"
"Hackman","Gene",2,"1930-01-01","1","1","Capricorn"
"Haden","Charlie",11,"1937-08-06","8","6","Leo"
"Hadid","Zaha",30,"1950-10-31","10","31","Scorpio"
"Hadley","Stephen J",19,"1947-02-13","2","13","Aquarius"
"Hafner","Katie",1,"1957-01-01","1","1","Capricorn"
"Hagel","Chuck",16,"1946-10-04","10","4","Libra"
"Hagen","Uta",0,"1919-06-12","6","12","Gemini"
"Hague","William",2,"1961-03-26","3","26","Aries"
"Hahn","James K",3,"1950-07-03","7","3","Cancer"
"Haider","Jorg",6,"1950-01-26","1","26","Aquarius"
"Haitink","Bernard",9,"1929-03-04","3","4","Pisces"
"Hakim","Abdul Aziz al-",28,"1953-01-01","1","1","Capricorn"
"Hakkinen","Mika",0,"1968-09-28","9","28","Libra"
"Halberstam","David",16,"1934-04-10","4","10","Aries"
"Hall","Arsenio",1,"1956-02-12","2","12","Aquarius"
"Halladay","Roy",21,"1977-05-14","5","14","Taurus"
"Hallstrom","Lasse",5,"1946-06-02","6","2","Gemini"
"Hamanaka","Yasuo",0,"1950-01-01","1","1","Capricorn"
"Hamburg","Margaret A",8,"1955-07-12","7","12","Cancer"
"Hamdan","Salim Ahmed",41,"1970-01-01","1","1","Capricorn"
"Hamdi","Yasser Esam",0,"1980-09-26","9","26","Libra"
"Hamdoon","Nizar",0,"1944-05-18","5","18","Taurus"
"Hamed","Prince Naseem",0,"1974-02-12","2","12","Aquarius"
"Hamill","Pete",9,"1935-06-24","6","24","Cancer"
"Hamilton","Alexander",24,"1755-01-11","1","11","Capricorn"
"Hamilton","Darryl",1,"1964-12-03","12","3","Sagittarius"
"Hamilton","Keith",1,"NA","NA","NA","NA"
"Hamilton","Lee H",11,"1931-04-20","4","20","Aries"
"Hamlisch","Marvin",5,"1944-06-02","6","2","Gemini"
"Hamm","Mia",9,"1972-03-17","3","17","Pisces"
"Hamm","Paul",10,"1982-09-24","9","24","Libra"
"Hampton","Lionel",4,"1908-04-20","4","20","Aries"
"Hampton","Mike",4,"1972-09-09","9","9","Virgo"
"Hampton","Rodney",0,"1969-04-03","4","3","Aries"
"Hancock","Herbie",14,"1940-04-12","4","12","Aries"
"Handel","George Frederick",13,"1685-02-23","2","23","Pisces"
"Hanks","Tom",26,"1956-07-09","7","9","Cancer"
"Hanover","Donna",3,"1950-02-13","2","13","Aquarius"
"Hansell","Saul",0,"1967-04-13","4","13","Aries"
"Hanson","Curtis",5,"1945-03-24","3","24","Aries"
"Hanson","Victor Davis",6,"1953-09-05","9","5","Virgo"
"Harbaugh","Jim",3,"1963-12-23","12","23","Capricorn"
"Harbison","John",9,"1938-12-20","12","20","Sagittarius"
"Hardaway","Anfernee",0,"1971-07-18","7","18","Cancer"
"Hardaway","Tim",0,"1966-09-01","9","1","Virgo"
"Harden","Marcia Gay",15,"1959-08-14","8","14","Leo"
"Hardin","Rusty",10,"1941-10-06","10","6","Libra"
"Harding","Tonya",2,"1970-11-12","11","12","Scorpio"
"Hargrove","Mike",4,"1949-10-26","10","26","Scorpio"
"Haring","Keith",9,"1958-05-04","5","4","Taurus"
"Hariri","Rafik",73,"1944-11-01","11","1","Scorpio"
"Harkin","Tom",15,"1939-11-19","11","19","Scorpio"
"Harman","Jane",12,"1945-06-28","6","28","Cancer"
"Harmetz","Aljean",0,"NA","NA","NA","NA"
"Harmon","Amy",1,"1968-09-17","9","17","Virgo"
"Harnick","Sheldon",3,"1924-04-30","4","30","Taurus"
"Harnisch","Pete",0,"1966-09-23","9","23","Virgo"
"Harnoncourt","Nikolaus",3,"1929-12-06","12","6","Sagittarius"
"Harrelson","Woody",17,"1961-07-23","7","23","Leo"
"Harriman","Pamela",0,"1920-03-20","3","20","Pisces"
"Harrington","Padraig",40,"1971-08-31","8","31","Virgo"
"Harris","Ed",12,"1950-11-28","11","28","Sagittarius"
"Harris","Emmylou",5,"1947-04-02","4","2","Aries"
"Harris","Julie",1,"1925-12-02","12","2","Sagittarius"
"Harris","Katherine",20,"1957-04-05","4","5","Aries"
"Harrison","Colin",6,"NA","NA","NA","NA"
"Harrison","George",10,"1943-02-25","2","25","Pisces"
"Harrison","Kathryn",9,"1961-03-20","3","20","Pisces"
"Harshbarger","Scott",0,"1941-12-01","12","1","Sagittarius"
"Hart","Gary",7,"1936-11-28","11","28","Sagittarius"
"Hart","Kitty Carlisle",10,"1910-09-03","9","3","Virgo"
"Hart","Moss",1,"1904-10-24","10","24","Scorpio"
"Hartley","Hal",3,"1959-11-03","11","3","Scorpio"
"Harvey","Peter C",3,"NA","NA","NA","NA"
"Harvick","Kevin",17,"1975-12-08","12","8","Sagittarius"
"Hashimoto","Ryutaro",1,"1937-07-29","7","29","Leo"
"Hastert","J Dennis",81,"1942-01-02","1","2","Capricorn"
"Hatch","Orrin G",8,"1934-03-22","3","22","Aries"
"Hatfill","Steven J",17,"1953-10-24","10","24","Scorpio"
"Hawke","Ethan",31,"1970-11-06","11","6","Scorpio"
"Hawking","Stephen W",13,"1942-01-08","1","8","Capricorn"
"Hawkins","Yusuf K",1,"NA","NA","NA","NA"
"Hayami","Masaru",0,"1925-03-24","3","24","Aries"
"Hayden","Michael V",35,"NA","NA","NA","NA"
"Hayden","Tom",6,"1939-12-11","12","11","Sagittarius"
"Haydn","Franz Joseph",20,"1732-03-31","3","31","Aries"
"Hayes","Helen",4,"1900-10-10","10","10","Libra"
"Haynes","Todd",9,"1961-01-02","1","2","Capricorn"
"Haytaian","Chuck",0,"1938-01-28","1","28","Aquarius"
"Healy","Bernadine",0,"1944-08-04","8","4","Leo"
"Healy","Jerramiah T",12,"1950-12-16","12","16","Sagittarius"
"Heaney","Seamus",5,"1939-04-13","4","13","Aries"
"Heche","Anne",5,"1969-05-25","5","25","Gemini"
"Heffernan","Virginia",5,"1969-08-08","8","8","Leo"
"Hefner","Hugh",8,"1926-04-09","4","9","Aries"
"Heidegger","Martin",3,"1889-09-26","9","26","Libra"
"Heinz Kerry","Teresa",7,"1938-10-05","10","5","Libra"
"Heisenberg","Werner",2,"1901-12-05","12","5","Sagittarius"
"Hejduk","John",1,"1929-07-19","7","19","Cancer"
"Hekmatyar","Gulbuddin",5,"1947-01-01","1","1","Capricorn"
"Helfgott","David",1,"1947-05-19","5","19","Taurus"
"Heller","Joseph",3,"1923-05-01","5","1","Taurus"
"Hellerstein","Alvin K",10,"1933-01-01","1","1","Capricorn"
"Hellman","Lillian",5,"1905-06-20","6","20","Gemini"
"Helms","Jesse",9,"1921-10-18","10","18","Libra"
"Helmsley","Harry B",1,"1909-03-04","3","4","Pisces"
"Helmsley","Leona",14,"1920-07-04","7","4","Cancer"
"Hemings","Sally",7,"1773-01-01","1","1","Capricorn"
"Hemingway","Ernest",27,"1899-07-21","7","21","Cancer"
"Henderson","Rickey",10,"1958-12-25","12","25","Capricorn"
"Henderson","Skitch",4,"1918-01-27","1","27","Aquarius"
"Hendrix","Jimi",22,"1942-11-27","11","27","Sagittarius"
"Henin","Justine",48,"1982-06-01","6","1","Gemini"
"Henley","Beth",3,"1952-05-08","5","8","Taurus"
"Henley","Don",1,"1947-07-22","7","22","Cancer"
"Henman","Tim",5,"1974-09-06","9","6","Virgo"
"Henson","Drew",1,"1980-02-13","2","13","Aquarius"
"Henze","Hans Werner",1,"1926-07-01","7","1","Cancer"
"Hepburn","Audrey",10,"1929-05-04","5","4","Taurus"
"Hepburn","Katharine",18,"1907-05-12","5","12","Taurus"
"Heppner","Ben",14,"1956-01-14","1","14","Capricorn"
"Herbers","John",0,"1923-11-04","11","4","Scorpio"
"Herbert","Bob",14,"1945-03-07","3","7","Pisces"
"Herman","Alexis M",0,"1947-07-16","7","16","Cancer"
"Herman","Jerry",7,"1931-07-10","7","10","Cancer"
"Hernandez","Keith",7,"1953-10-20","10","20","Libra"
"Hernandez","Livan",19,"1975-02-20","2","20","Pisces"
"Hersh","Seymour M",9,"1937-04-08","4","8","Aries"
"Hershiser","Orel",0,"1958-09-16","9","16","Virgo"
"Hertzberg","Arthur",2,"1921-06-09","6","9","Gemini"
"Herzog","Chaim",0,"1918-09-17","9","17","Virgo"
"Herzog","Werner",26,"1942-09-05","9","5","Virgo"
"Hess","Leon",0,"1914-03-13","3","13","Pisces"
"Hesser","Amanda",1,"1971-01-01","1","1","Capricorn"
"Heston","Charlton",10,"1923-10-04","10","4","Libra"
"Hevesi","Alan G",155,"1940-01-31","1","31","Aquarius"
"Hewitt","Don",8,"1922-12-14","12","14","Sagittarius"
"Hewitt","Lleyton",42,"1981-02-24","2","24","Pisces"
"Heyward","Andrew",2,"NA","NA","NA","NA"
"Hiaasen","Carl",9,"1953-03-12","3","12","Pisces"
"Hicks","David",22,"1975-08-07","8","7","Leo"
"Highsmith","Patricia",5,"1921-01-19","1","19","Capricorn"
"Hikind","Dov",3,"1950-06-30","6","30","Cancer"
"Hilfiger","Tommy",10,"1951-03-24","3","24","Aries"
"Hill","Anita",6,"1956-07-30","7","30","Leo"
"Hill","Christopher R",36,"1952-01-01","1","1","Capricorn"
"Hill","Grant",10,"1972-10-05","10","5","Libra"
"Hillary","Edmund",7,"1919-07-20","7","20","Cancer"
"Hillerman","Tony",6,"1925-05-27","5","27","Gemini"
"Hilliard","Ike",0,"1976-04-05","4","5","Aries"
"Hilton","Paris",51,"1981-02-17","2","17","Aquarius"
"Hinchey","Maurice D",3,"1938-10-27","10","27","Scorpio"
"Hines","Gregory",5,"1946-02-14","2","14","Aquarius"
"Hingis","Martina",21,"1980-09-30","9","30","Libra"
"Hinton","Milt",1,"1910-06-23","6","23","Cancer"
"Hirsch","Charles S",4,"1937-01-01","1","1","Capricorn"
"Hirsch","Edward",1,"1950-01-20","1","20","Capricorn"
"Hirsch","Judd",0,"1935-03-15","3","15","Pisces"
"Hirschfeld","Abe",2,"1919-12-12","12","12","Sagittarius"
"Hirschfeld","Al",1,"1903-06-21","6","21","Gemini"
"Hirst","Damien",36,"1965-06-07","6","7","Gemini"
"Hiss","Alger",5,"1904-11-11","11","11","Scorpio"
"Hitchcock","Alfred",24,"1899-08-13","8","13","Leo"
"Hitchcock","Sterling",0,"1971-04-29","4","29","Taurus"
"Hitchens","Christopher",13,"1949-04-13","4","13","Aries"
"Hitler","Adolf",83,"1889-04-20","4","20","Aries"
"Hitt","Jack",1,"NA","NA","NA","NA"
"Hoagland","Edward",0,"1932-12-21","12","21","Sagittarius"
"Hoch","Scott",0,"1955-11-24","11","24","Sagittarius"
"Hochberg","Faith S",0,"1950-01-01","1","1","Capricorn"
"Hochschild","Adam",4,"1942-01-01","1","1","Capricorn"
"Hockney","David",10,"1937-07-09","7","9","Cancer"
"Hodges","Jim",0,"1956-11-19","11","19","Scorpio"
"Hoffa","James P",4,"1941-05-09","5","9","Taurus"
"Hoffman","Alice",6,"1952-03-16","3","16","Pisces"
"Hoffman","Dustin",16,"1937-08-08","8","8","Leo"
"Hoffman","Philip Seymour",31,"1967-07-23","7","23","Leo"
"Hogan","Thomas F",0,"1938-01-01","1","1","Capricorn"
"Hoge","Warren",0,"1941-01-01","1","1","Capricorn"
"Holbrooke","Richard C",26,"1941-04-24","4","24","Taurus"
"Holden","Stephen",4,"1941-07-18","7","18","Cancer"
"Holder","Eric H Jr",75,"1951-01-21","1","21","Aquarius"
"Holdsclaw","Chamique",5,"1977-08-09","8","9","Leo"
"Holiday","Billie",13,"1915-04-07","4","7","Aries"
"Holik","Bobby",4,"1971-01-01","1","1","Capricorn"
"Holl","Steven",11,"1947-12-09","12","9","Sagittarius"
"Hollings","Ernest F",1,"1922-01-01","1","1","Capricorn"
"Holmgren","Mike",11,"1948-06-15","6","15","Gemini"
"Holtz","Lou",3,"1937-01-06","1","6","Capricorn"
"Holtzman","Elizabeth",0,"1941-08-11","8","11","Leo"
"Holyfield","Evander",11,"1962-10-19","10","19","Libra"
"Homer","Winslow",7,"1836-02-24","2","24","Pisces"
"Hoon","Geoff",2,"1953-12-06","12","6","Sagittarius"
"Hoover","J Edgar",10,"1895-01-01","1","1","Capricorn"
"Hope","Bob",8,"1903-05-29","5","29","Gemini"
"Hopkins","Anthony",10,"1937-12-31","12","31","Capricorn"
"Hopkins","Bernard",23,"1965-01-15","1","15","Capricorn"
"Hopper","Dennis",10,"1936-05-17","5","17","Taurus"
"Hopper","Edward",21,"1882-07-22","7","22","Cancer"
"Hornby","Nick",15,"1957-04-17","4","17","Aries"
"Horne","Lena",2,"1917-06-30","6","30","Cancer"
"Horne","Marilyn",6,"1934-01-16","1","16","Capricorn"
"Horovitz","Israel",1,"1939-03-31","3","31","Aries"
"Horyn","Cathy",3,"1956-09-11","9","11","Virgo"
"Hostetler","Jeff",1,"1961-04-22","4","22","Taurus"
"Hotchner","A E",3,"1920-06-28","6","28","Cancer"
"Houdini","Harry",4,"1874-03-24","3","24","Aries"
"Houston","Allan",39,"1971-04-20","4","20","Aries"
"Houston","Whitney",7,"1963-08-09","8","9","Leo"
"Howard","Dwight",37,"1985-12-08","12","8","Sagittarius"
"Howard","Juwan",1,"1973-02-07","2","7","Aquarius"
"Howard","Ron",20,"1954-03-01","3","1","Pisces"
"Howe","Art",9,"1946-12-15","12","15","Sagittarius"
"Howe","Gordie",6,"1928-03-31","3","31","Aries"
"Howe","Tina",5,"1937-11-21","11","21","Scorpio"
"Hoyer","Steny H",18,"1939-06-14","6","14","Gemini"
"Hsu","Norman",20,"1951-01-01","1","1","Capricorn"
"Hu Jintao","NA",160,"1942-12-21","12","21","Sagittarius"
"Huang","John",0,"NA","NA","NA","NA"
"Hubbell","Webster L",0,"1948-01-01","1","1","Capricorn"
"Huber","Anke",0,"1974-12-04","12","4","Sagittarius"
"Huckabee","Mike",168,"1955-08-24","8","24","Virgo"
"Hudson","Kate",8,"1979-04-19","4","19","Aries"
"Hudson","Rock",3,"1925-11-17","11","17","Scorpio"
"Huffington","Arianna",13,"1950-07-15","7","15","Cancer"
"Hughes","Doug",14,"NA","NA","NA","NA"
"Hughes","Langston",6,"1902-02-01","2","1","Aquarius"
"Hughes","Phil",55,"1986-06-22","6","22","Cancer"
"Hughes","Sarah",5,"1985-05-02","5","2","Taurus"
"Hughes","Ted",8,"1930-08-17","8","17","Leo"
"Huizenga","H Wayne",2,"1937-12-29","12","29","Capricorn"
"Hull","Brett",3,"1964-08-09","8","9","Leo"
"Hull","Jane Dee",0,"1935-08-08","8","8","Leo"
"Hume","John",0,"1937-01-18","1","18","Capricorn"
"Hun Sen","NA",10,"1952-08-05","8","5","Leo"
"Hundley","Todd",1,"1969-05-27","5","27","Gemini"
"Hundt","Reed E",0,"1948-03-03","3","3","Pisces"
"Hunt","Helen",4,"1963-06-15","6","15","Gemini"
"Hunter","Billy",8,"NA","NA","NA","NA"
"Hunter","C J",2,"1968-12-14","12","14","Sagittarius"
"Hunter","Duncan",16,"1948-05-31","5","31","Gemini"
"Hunter","Holly",9,"1958-03-20","3","20","Pisces"
"Huntington","Samuel P",7,"1927-04-18","4","18","Aries"
"Huppert","Isabelle",16,"1953-03-16","3","16","Pisces"
"Hurst","Pat",1,"1969-05-23","5","23","Gemini"
"Hurston","Zora Neale",5,"1891-01-07","1","7","Capricorn"
"Hurt","William",8,"1950-03-20","3","20","Pisces"
"Husband","Rick D",0,"1957-07-12","7","12","Cancer"
"Hussein I","NA",0,"1935-11-14","11","14","Scorpio"
"Hussein","Qusay",1,"1966-05-17","5","17","Taurus"
"Hussein","Saddam",327,"1937-04-28","4","28","Taurus"
"Hussein","Uday",2,"1964-06-18","6","18","Gemini"
"Huston","Anjelica",6,"1951-07-08","7","8","Cancer"
"Huston","John",7,"1906-08-05","8","5","Leo"
"Hutchinson","Asa",1,"1950-12-03","12","3","Sagittarius"
"Hutchinson","Tim",0,"1949-08-11","8","11","Leo"
"Hutchison","Kay Bailey",16,"1943-07-22","7","22","Cancer"
"Hvorostovsky","Dmitri",8,"1962-10-16","10","16","Libra"
"Hwang","David Henry",8,"1957-08-11","8","11","Leo"
"Hyde","Henry J",5,"1924-04-18","4","18","Aries"
"Hynes","Charles J",30,"1935-05-28","5","28","Gemini"
"Hytner","Nicholas",19,"1956-05-07","5","7","Taurus"
"Iacocca","Lee A",5,"1924-10-15","10","15","Libra"
"Ibrahim","Anwar",19,"1947-08-10","8","10","Leo"
"Ibrahim","Saad Eddin",4,"1938-12-03","12","3","Sagittarius"
"Ibsen","Henrik",24,"1828-03-20","3","20","Pisces"
"Icahn","Carl C",127,"1936-02-16","2","16","Aquarius"
"Ickes","Harold M",5,"1939-09-04","9","4","Virgo"
"Idei","Nobuyuki",1,"1937-11-22","11","22","Scorpio"
"Ifill","Gwen",1,"1955-09-29","9","29","Libra"
"Iger","Robert A",32,"1951-02-10","2","10","Aquarius"
"Ignatieff","Michael",6,"NA","NA","NA","NA"
"Iliescu","Ion",1,"1930-03-03","3","3","Pisces"
"Imanishi-Kari","Thereza",0,"1943-01-01","1","1","Capricorn"
"Immelt","Jeffrey R",29,"1956-02-19","2","19","Pisces"
"Imus","Don",57,"1940-07-23","7","23","Leo"
"Inhofe","James M",4,"1934-11-17","11","17","Scorpio"
"Inkster","Juli",10,"1960-06-24","6","24","Cancer"
"Inouye","Daniel K",6,"1924-09-07","9","7","Virgo"
"Ionesco","Eugene",5,"1909-11-26","11","26","Sagittarius"
"Irabu","Hideki",2,"1969-05-05","5","5","Taurus"
"Ireland","Patricia",0,"1945-10-19","10","19","Libra"
"Irons","Jeremy",13,"1948-09-19","9","19","Virgo"
"Irvan","Ernie",0,"1959-01-13","1","13","Capricorn"
"Irvin","Michael",5,"1966-03-05","3","5","Pisces"
"Irving","David",6,"1938-03-24","3","24","Aries"
"Irving","John",8,"1942-03-02","3","2","Pisces"
"Irving","Washington",11,"1783-04-03","4","3","Aries"
"Irwin","Bill",13,"1950-04-11","4","11","Aries"
"Irwin","Hale",0,"1945-06-03","6","3","Gemini"
"Isaacson","Walter",9,"1952-03-20","3","20","Pisces"
"Isakson","Johnny",4,"1944-12-28","12","28","Capricorn"
"Isdell","E Neville",3,"1943-06-08","6","8","Gemini"
"Israel","Samuel III",12,"1959-07-20","7","20","Cancer"
"Isringhausen","Jason",1,"1972-09-07","9","7","Virgo"
